<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.11	20:00:00	1.07468	1.07685	1.07351	1.07532	5088	0	0
2023.01.11	21:00:00	1.07533	1.07638	1.07477	1.07633	2787	0	0
2023.01.11	22:00:00	1.07633	1.07633	1.07526	1.07537	1890	0	0
2023.01.11	23:00:00	1.07538	1.07576	1.07519	1.07563	601	0	0
2023.01.12	00:00:00	1.07517	1.07596	1.07497	1.07558	2572	0	19
2023.01.12	01:00:00	1.07558	1.07674	1.07551	1.07657	1616	0	0
2023.01.12	02:00:00	1.07656	1.07746	1.07601	1.07612	4505	0	0
2023.01.12	03:00:00	1.07613	1.07675	1.07605	1.07667	3995	0	0
2023.01.12	04:00:00	1.07666	1.07689	1.07614	1.07671	2624	0	0
2023.01.12	05:00:00	1.07670	1.07712	1.07649	1.07686	1784	0	0
2023.01.12	06:00:00	1.07687	1.07736	1.07661	1.07717	1549	0	0
2023.01.12	07:00:00	1.07716	1.07752	1.07623	1.07627	2597	0	0
2023.01.12	08:00:00	1.07626	1.07689	1.07567	1.07574	2866	0	0
2023.01.12	09:00:00	1.07573	1.07652	1.07555	1.07625	4171	0	0
2023.01.12	10:00:00	1.07626	1.07646	1.07455	1.07481	5103	0	0
2023.01.12	11:00:00	1.07480	1.07734	1.07428	1.07654	6109	0	0
2023.01.12	12:00:00	1.07654	1.07685	1.07516	1.07625	5032	0	0
2023.01.12	13:00:00	1.07624	1.07665	1.07590	1.07617	3875	0	0
2023.01.12	14:00:00	1.07616	1.07667	1.07549	1.07627	4589	0	0
2023.01.12	15:00:00	1.07628	1.08387	1.07298	1.08291	21051	0	0
2023.01.12	16:00:00	1.08291	1.08337	1.07517	1.07676	20337	0	0
2023.01.12	17:00:00	1.07677	1.08096	1.07637	1.08068	18037	0	0
2023.01.12	18:00:00	1.08069	1.08259	1.08023	1.08224	11411	0	0
2023.01.12	19:00:00	1.08222	1.08490	1.08212	1.08487	7201	0	0
2023.01.12	20:00:00	1.08486	1.08670	1.08464	1.08557	8192	0	0
2023.01.12	21:00:00	1.08556	1.08561	1.08394	1.08491	5569	0	0
2023.01.12	22:00:00	1.08491	1.08522	1.08412	1.08522	3913	0	0
2023.01.12	23:00:00	1.08523	1.08550	1.08492	1.08504	730	0	0
2023.01.13	00:00:00	1.08490	1.08493	1.08448	1.08484	343	0	2
2023.01.13	01:00:00	1.08483	1.08598	1.08464	1.08596	1311	0	0
2023.01.13	02:00:00	1.08596	1.08679	1.08512	1.08523	4582	0	0
2023.01.13	03:00:00	1.08524	1.08563	1.08457	1.08558	5122	0	0
2023.01.13	04:00:00	1.08557	1.08562	1.08317	1.08448	4952	0	0
2023.01.13	05:00:00	1.08447	1.08477	1.08415	1.08457	2685	0	0
2023.01.13	06:00:00	1.08456	1.08464	1.08378	1.08401	2039	0	0
2023.01.13	07:00:00	1.08400	1.08433	1.08317	1.08371	2960	0	0
2023.01.13	08:00:00	1.08373	1.08509	1.08338	1.08452	4212	0	0
2023.01.13	09:00:00	1.08456	1.08487	1.08331	1.08487	6746	0	0
2023.01.13	10:00:00	1.08487	1.08642	1.08373	1.08554	9236	0	0
2023.01.13	11:00:00	1.08554	1.08602	1.08333	1.08426	6530	0	0
2023.01.13	12:00:00	1.08425	1.08517	1.08372	1.08451	4802	0	0
2023.01.13	13:00:00	1.08450	1.08458	1.08081	1.08120	6251	0	0
2023.01.13	14:00:00	1.08120	1.08160	1.08033	1.08118	6003	0	0
2023.01.13	15:00:00	1.08119	1.08202	1.07927	1.07936	8369	0	0
2023.01.13	16:00:00	1.07937	1.08200	1.07805	1.08184	10214	0	0
2023.01.13	17:00:00	1.08183	1.08386	1.08124	1.08295	11585	0	0
2023.01.13	18:00:00	1.08294	1.08334	1.08011	1.08102	7413	0	0
2023.01.13	19:00:00	1.08100	1.08317	1.08066	1.08281	4689	0	0
2023.01.13	20:00:00	1.08282	1.08342	1.08181	1.08312	3247	0	0
2023.01.13	21:00:00	1.08311	1.08353	1.08266	1.08291	2721	0	0
2023.01.13	22:00:00	1.08292	1.08357	1.08270	1.08324	2014	0	0
2023.01.13	23:00:00	1.08314	1.08344	1.08290	1.08330	660	0	0
2023.01.16	00:00:00	1.08316	1.08355	1.08292	1.08300	501	0	18
2023.01.16	01:00:00	1.08300	1.08318	1.08204	1.08225	1537	0	1
2023.01.16	02:00:00	1.08225	1.08442	1.08213	1.08417	3117	0	0
2023.01.16	03:00:00	1.08416	1.08720	1.08405	1.08680	5142	0	0
2023.01.16	04:00:00	1.08680	1.08742	1.08658	1.08667	4251	0	0
2023.01.16	05:00:00	1.08668	1.08674	1.08593	1.08602	2146	0	0
2023.01.16	06:00:00	1.08601	1.08639	1.08509	1.08529	2063	0	0
2023.01.16	07:00:00	1.08529	1.08610	1.08524	1.08605	2476	0	0
2023.01.16	08:00:00	1.08604	1.08605	1.08360	1.08395	3588	0	0
2023.01.16	09:00:00	1.08394	1.08423	1.08267	1.08311	4823	0	0
2023.01.16	10:00:00	1.08308	1.08320	1.08025	1.08036	7175	0	0
2023.01.16	11:00:00	1.08034	1.08241	1.08015	1.08210	4462	0	0
2023.01.16	12:00:00	1.08209	1.08335	1.08206	1.08300	3821	0	0
2023.01.16	13:00:00	1.08301	1.08366	1.08240	1.08271	3635	0	0
2023.01.16	14:00:00	1.08269	1.08283	1.08144	1.08151	3531	0	0
2023.01.16	15:00:00	1.08152	1.08201	1.08059	1.08158	4120	0	0
2023.01.16	16:00:00	1.08157	1.08257	1.08139	1.08219	3859	0	0
2023.01.16	17:00:00	1.08221	1.08291	1.08163	1.08252	3583	0	0
2023.01.16	18:00:00	1.08254	1.08264	1.08175	1.08247	2877	0	0
2023.01.16	19:00:00	1.08246	1.08266	1.08118	1.08138	1749	0	0
2023.01.16	20:00:00	1.08137	1.08147	1.08109	1.08129	862	0	0
2023.01.16	21:00:00	1.08128	1.08195	1.08124	1.08195	699	0	0
2023.01.16	22:00:00	1.08195	1.08205	1.08176	1.08205	597	0	0
2023.01.16	23:00:00	1.08205	1.08244	1.08190	1.08217	372	0	0
2023.01.17	00:00:00	1.08214	1.08230	1.08168	1.08218	1322	0	9
2023.01.17	01:00:00	1.08219	1.08323	1.08219	1.08298	1187	0	0
2023.01.17	02:00:00	1.08298	1.08338	1.08256	1.08287	2206	0	0
2023.01.17	03:00:00	1.08287	1.08315	1.08141	1.08172	4188	0	0
2023.01.17	04:00:00	1.08171	1.08328	1.08062	1.08143	3995	0	0
2023.01.17	05:00:00	1.08142	1.08286	1.08137	1.08252	2467	0	0
2023.01.17	06:00:00	1.08251	1.08289	1.08221	1.08263	1797	0	0
2023.01.17	07:00:00	1.08262	1.08324	1.08220	1.08309	2518	0	0
2023.01.17	08:00:00	1.08310	1.08355	1.08135	1.08148	4018	0	0
2023.01.17	09:00:00	1.08149	1.08298	1.08119	1.08281	6596	0	0
2023.01.17	10:00:00	1.08282	1.08385	1.08231	1.08274	7033	0	0
2023.01.17	11:00:00	1.08273	1.08311	1.08109	1.08174	5916	0	0
2023.01.17	12:00:00	1.08174	1.08274	1.08091	1.08216	6372	0	0
2023.01.17	13:00:00	1.08216	1.08338	1.08135	1.08324	5482	0	0
2023.01.17	14:00:00	1.08325	1.08575	1.08223	1.08528	7045	0	0
2023.01.17	15:00:00	1.08527	1.08580	1.08362	1.08425	9291	0	0
2023.01.17	16:00:00	1.08425	1.08694	1.08423	1.08630	9482	0	0
2023.01.17	17:00:00	1.08633	1.08638	1.07951	1.08017	16614	0	0
2023.01.17	18:00:00	1.08018	1.08091	1.07863	1.07925	8217	0	0
2023.01.17	19:00:00	1.07927	1.07986	1.07745	1.07821	4406	0	0
2023.01.17	20:00:00	1.07820	1.07965	1.07798	1.07952	2840	0	0
2023.01.17	21:00:00	1.07952	1.08036	1.07913	1.07934	3406	0	0
2023.01.17	22:00:00	1.07933	1.07970	1.07868	1.07935	2760	0	0
2023.01.17	23:00:00	1.07935	1.07936	1.07883	1.07900	569	0	0
2023.01.18	00:00:00	1.07893	1.07935	1.07865	1.07911	420	0	7
2023.01.18	01:00:00	1.07909	1.07933	1.07857	1.07895	638	0	1
2023.01.18	02:00:00	1.07895	1.07914	1.07827	1.07843	2351	0	0
2023.01.18	03:00:00	1.07844	1.07963	1.07833	1.07961	3264	0	0
2023.01.18	04:00:00	1.07961	1.07993	1.07661	1.07872	9482	0	0
2023.01.18	05:00:00	1.07873	1.07890	1.07684	1.07731	8094	0	0
2023.01.18	06:00:00	1.07733	1.07776	1.07673	1.07746	4337	0	0
2023.01.18	07:00:00	1.07745	1.07801	1.07681	1.07796	4465	0	0
2023.01.18	08:00:00	1.07795	1.07909	1.07795	1.07896	6099	0	0
2023.01.18	09:00:00	1.07897	1.08368	1.07897	1.08255	11961	0	0
2023.01.18	10:00:00	1.08254	1.08514	1.08254	1.08430	9974	0	0
2023.01.18	11:00:00	1.08431	1.08716	1.08369	1.08700	8012	0	0
2023.01.18	12:00:00	1.08701	1.08702	1.08497	1.08526	6312	0	0
2023.01.18	13:00:00	1.08525	1.08542	1.08114	1.08153	6091	0	0
2023.01.18	14:00:00	1.08151	1.08337	1.08149	1.08241	6273	0	0
2023.01.18	15:00:00	1.08240	1.08678	1.08223	1.08583	13217	0	0
2023.01.18	16:00:00	1.08583	1.08874	1.08479	1.08639	16501	0	0
2023.01.18	17:00:00	1.08638	1.08689	1.08267	1.08333	12732	0	0
2023.01.18	18:00:00	1.08332	1.08358	1.08136	1.08268	8645	0	0
2023.01.18	19:00:00	1.08271	1.08279	1.07872	1.07960	7637	0	0
2023.01.18	20:00:00	1.07961	1.07993	1.07869	1.07964	5417	0	0
2023.01.18	21:00:00	1.07965	1.07967	1.07872	1.07951	3735	0	0
2023.01.18	22:00:00	1.07950	1.07950	1.07876	1.07894	3697	0	0
2023.01.18	23:00:00	1.07893	1.07972	1.07893	1.07954	631	0	0
2023.01.19	00:00:00	1.07942	1.07942	1.07891	1.07916	727	0	5
2023.01.19	01:00:00	1.07917	1.07978	1.07906	1.07974	946	0	1
2023.01.19	02:00:00	1.07974	1.07981	1.07865	1.07873	3949	0	0
2023.01.19	03:00:00	1.07875	1.07956	1.07828	1.07876	3736	0	0
2023.01.19	04:00:00	1.07876	1.07946	1.07824	1.07936	2783	0	0
2023.01.19	05:00:00	1.07936	1.08056	1.07925	1.08005	2731	0	0
2023.01.19	06:00:00	1.08005	1.08022	1.07931	1.07958	2485	0	0
2023.01.19	07:00:00	1.07957	1.07981	1.07913	1.07916	2935	0	0
2023.01.19	08:00:00	1.07915	1.08032	1.07909	1.07910	2604	0	0
2023.01.19	09:00:00	1.07912	1.08140	1.07826	1.08080	6572	0	0
2023.01.19	10:00:00	1.08081	1.08249	1.08034	1.08170	6503	0	0
2023.01.19	11:00:00	1.08169	1.08293	1.08160	1.08248	4801	0	0
2023.01.19	12:00:00	1.08249	1.08382	1.08157	1.08291	6198	0	0
2023.01.19	13:00:00	1.08290	1.08346	1.08160	1.08220	5146	0	0
2023.01.19	14:00:00	1.08218	1.08271	1.08050	1.08090	5616	0	0
2023.01.19	15:00:00	1.08091	1.08230	1.07954	1.08095	11519	0	0
2023.01.19	16:00:00	1.08094	1.08252	1.07955	1.08103	10715	0	0
2023.01.19	17:00:00	1.08104	1.08191	1.07835	1.07893	9405	0	0
2023.01.19	18:00:00	1.07893	1.08095	1.07873	1.08092	6220	0	0
2023.01.19	19:00:00	1.08091	1.08246	1.08087	1.08163	4755	0	0
2023.01.19	20:00:00	1.08164	1.08351	1.08131	1.08288	5255	0	0
2023.01.19	21:00:00	1.08286	1.08359	1.08211	1.08305	3707	0	0
2023.01.19	22:00:00	1.08305	1.08399	1.08281	1.08290	3387	0	0
2023.01.19	23:00:00	1.08291	1.08347	1.08281	1.08309	1600	0	0
2023.01.20	00:00:00	1.08285	1.08341	1.08271	1.08294	379	0	7
2023.01.20	01:00:00	1.08296	1.08371	1.08286	1.08337	1083	0	0
2023.01.20	02:00:00	1.08336	1.08405	1.08288	1.08315	2679	0	0
2023.01.20	03:00:00	1.08314	1.08441	1.08281	1.08362	2886	0	0
2023.01.20	04:00:00	1.08361	1.08439	1.08314	1.08365	2205	0	0
2023.01.20	05:00:00	1.08365	1.08385	1.08323	1.08344	1648	0	0
2023.01.20	06:00:00	1.08343	1.08350	1.08281	1.08298	2042	0	0
2023.01.20	07:00:00	1.08296	1.08356	1.08252	1.08352	2354	0	0
2023.01.20	08:00:00	1.08353	1.08366	1.08239	1.08246	2465	0	0
2023.01.20	09:00:00	1.08246	1.08465	1.08208	1.08401	5679	0	0
2023.01.20	10:00:00	1.08400	1.08589	1.08384	1.08406	5822	0	0
2023.01.20	11:00:00	1.08405	1.08518	1.08284	1.08311	5679	0	0
2023.01.20	12:00:00	1.08311	1.08474	1.08260	1.08388	5738	0	0
2023.01.20	13:00:00	1.08387	1.08417	1.08246	1.08251	3981	0	0
2023.01.20	14:00:00	1.08251	1.08277	1.08139	1.08184	5127	0	0
2023.01.20	15:00:00	1.08182	1.08276	1.08023	1.08065	6118	0	0
2023.01.20	16:00:00	1.08066	1.08261	1.08045	1.08218	8009	0	0
2023.01.20	17:00:00	1.08218	1.08477	1.08183	1.08310	8721	0	0
2023.01.20	18:00:00	1.08309	1.08449	1.08274	1.08307	5688	0	0
2023.01.20	19:00:00	1.08305	1.08474	1.08295	1.08437	3690	0	0
2023.01.20	20:00:00	1.08438	1.08503	1.08338	1.08476	4677	0	0
2023.01.20	21:00:00	1.08475	1.08586	1.08456	1.08540	2826	0	0
2023.01.20	22:00:00	1.08540	1.08583	1.08521	1.08564	2359	0	0
2023.01.20	23:00:00	1.08554	1.08580	1.08546	1.08560	428	0	0
2023.01.23	00:00:00	1.08637	1.08662	1.08618	1.08658	349	0	4
2023.01.23	01:00:00	1.08657	1.08693	1.08622	1.08644	1238	0	0
2023.01.23	02:00:00	1.08644	1.08871	1.08644	1.08850	2812	0	0
2023.01.23	03:00:00	1.08849	1.08996	1.08808	1.08949	4017	0	0
2023.01.23	04:00:00	1.08948	1.08990	1.08898	1.08925	2063	0	0
2023.01.23	05:00:00	1.08928	1.09031	1.08928	1.08986	1917	0	0
2023.01.23	06:00:00	1.08985	1.08987	1.08891	1.08948	2168	0	0
2023.01.23	07:00:00	1.08947	1.08983	1.08903	1.08923	2143	0	0
2023.01.23	08:00:00	1.08923	1.09120	1.08873	1.09006	3984	0	0
2023.01.23	09:00:00	1.09007	1.09267	1.08922	1.09143	6700	0	0
2023.01.23	10:00:00	1.09141	1.09157	1.08933	1.08997	6817	0	0
2023.01.23	11:00:00	1.08998	1.09205	1.08933	1.09117	4681	0	0
2023.01.23	12:00:00	1.09116	1.09152	1.08956	1.08993	4590	0	0
2023.01.23	13:00:00	1.08992	1.09023	1.08790	1.08814	5295	0	0
2023.01.23	14:00:00	1.08814	1.08831	1.08668	1.08711	6136	0	0
2023.01.23	15:00:00	1.08712	1.08778	1.08534	1.08589	7318	0	0
2023.01.23	16:00:00	1.08588	1.08682	1.08463	1.08617	7808	0	0
2023.01.23	17:00:00	1.08619	1.08690	1.08469	1.08646	8904	0	0
2023.01.23	18:00:00	1.08645	1.08759	1.08599	1.08639	6370	0	0
2023.01.23	19:00:00	1.08638	1.08648	1.08570	1.08624	3261	0	0
2023.01.23	20:00:00	1.08624	1.08730	1.08622	1.08663	3139	0	0
2023.01.23	21:00:00	1.08663	1.08674	1.08477	1.08589	4220	0	0
2023.01.23	22:00:00	1.08590	1.08682	1.08571	1.08682	3797	0	0
2023.01.23	23:00:00	1.08681	1.08716	1.08653	1.08712	481	0	0
2023.01.24	00:00:00	1.08711	1.08715	1.08690	1.08700	187	0	2
2023.01.24	01:00:00	1.08700	1.08758	1.08679	1.08714	834	0	0
2023.01.24	02:00:00	1.08714	1.08747	1.08678	1.08736	1394	0	0
2023.01.24	03:00:00	1.08736	1.08823	1.08718	1.08810	1555	0	0
2023.01.24	04:00:00	1.08809	1.08831	1.08778	1.08792	1146	0	0
2023.01.24	05:00:00	1.08790	1.08803	1.08732	1.08746	1215	0	0
2023.01.24	06:00:00	1.08745	1.08765	1.08694	1.08764	1546	0	0
2023.01.24	07:00:00	1.08765	1.08825	1.08755	1.08784	1304	0	0
2023.01.24	08:00:00	1.08783	1.08918	1.08775	1.08877	2271	0	0
2023.01.24	09:00:00	1.08879	1.08980	1.08835	1.08888	4093	0	0
2023.01.24	10:00:00	1.08887	1.08959	1.08664	1.08752	6017	0	0
2023.01.24	11:00:00	1.08751	1.08832	1.08519	1.08608	6726	0	0
2023.01.24	12:00:00	1.08608	1.08665	1.08522	1.08640	4885	0	0
2023.01.24	13:00:00	1.08638	1.08758	1.08537	1.08667	3816	0	0
2023.01.24	14:00:00	1.08668	1.08764	1.08590	1.08596	3819	0	0
2023.01.24	15:00:00	1.08597	1.08808	1.08542	1.08659	6765	0	0
2023.01.24	16:00:00	1.08659	1.08701	1.08404	1.08423	9818	0	0
2023.01.24	17:00:00	1.08422	1.08804	1.08351	1.08752	12374	0	0
2023.01.24	18:00:00	1.08753	1.08831	1.08671	1.08717	6322	0	0
2023.01.24	19:00:00	1.08717	1.08870	1.08702	1.08834	3962	0	0
2023.01.24	20:00:00	1.08834	1.08888	1.08768	1.08791	2517	0	0
2023.01.24	21:00:00	1.08790	1.08844	1.08740	1.08839	1960	0	0
2023.01.24	22:00:00	1.08839	1.08847	1.08791	1.08816	1627	0	0
2023.01.24	23:00:00	1.08815	1.08881	1.08808	1.08881	721	0	0
2023.01.25	00:00:00	1.08879	1.08880	1.08776	1.08857	287	0	4
2023.01.25	01:00:00	1.08856	1.08904	1.08830	1.08900	853	0	0
2023.01.25	02:00:00	1.08900	1.08903	1.08809	1.08873	3023	0	0
2023.01.25	03:00:00	1.08872	1.08942	1.08841	1.08931	2564	0	0
2023.01.25	04:00:00	1.08931	1.09014	1.08929	1.08965	1816	0	0
2023.01.25	05:00:00	1.08965	1.08993	1.08926	1.08971	2079	0	0
2023.01.25	06:00:00	1.08972	1.09028	1.08971	1.08988	1686	0	0
2023.01.25	07:00:00	1.08987	1.08994	1.08920	1.08975	1574	0	0
2023.01.25	08:00:00	1.08976	1.09111	1.08958	1.09062	2702	0	0
2023.01.25	09:00:00	1.09061	1.09111	1.08786	1.08811	4685	0	0
2023.01.25	10:00:00	1.08810	1.08912	1.08679	1.08772	5618	0	0
2023.01.25	11:00:00	1.08767	1.08919	1.08700	1.08813	5045	0	0
2023.01.25	12:00:00	1.08814	1.08814	1.08631	1.08656	4736	0	0
2023.01.25	13:00:00	1.08655	1.08697	1.08573	1.08646	4575	0	0
2023.01.25	14:00:00	1.08647	1.08769	1.08586	1.08746	4363	0	0
2023.01.25	15:00:00	1.08740	1.08849	1.08645	1.08721	5569	0	0
2023.01.25	16:00:00	1.08720	1.09004	1.08687	1.08937	7803	0	0
2023.01.25	17:00:00	1.08938	1.09237	1.08910	1.09022	11718	0	0
2023.01.25	18:00:00	1.09021	1.09034	1.08741	1.09002	7464	0	0
2023.01.25	19:00:00	1.09003	1.09036	1.08941	1.08993	2880	0	0
2023.01.25	20:00:00	1.08993	1.09183	1.08993	1.09092	3336	0	0
2023.01.25	21:00:00	1.09092	1.09150	1.09067	1.09145	2471	0	0
2023.01.25	22:00:00	1.09135	1.09176	1.09065	1.09143	2087	0	0
2023.01.25	23:00:00	1.09143	1.09178	1.09115	1.09156	733	0	0
2023.01.26	00:00:00	1.09156	1.09179	1.09094	1.09141	230	0	2
2023.01.26	01:00:00	1.09141	1.09227	1.09141	1.09207	626	0	1
2023.01.26	02:00:00	1.09207	1.09248	1.09155	1.09156	1953	0	0
2023.01.26	03:00:00	1.09156	1.09208	1.09070	1.09192	2541	0	0
2023.01.26	04:00:00	1.09191	1.09217	1.09108	1.09154	2020	0	0
2023.01.26	05:00:00	1.09153	1.09176	1.09113	1.09132	1737	0	0
2023.01.26	06:00:00	1.09131	1.09182	1.09130	1.09144	1592	0	0
2023.01.26	07:00:00	1.09143	1.09188	1.09090	1.09188	1649	0	0
2023.01.26	08:00:00	1.09185	1.09295	1.09171	1.09204	2247	0	0
2023.01.26	09:00:00	1.09203	1.09227	1.09066	1.09196	4905	0	0
2023.01.26	10:00:00	1.09194	1.09279	1.09057	1.09090	5233	0	0
2023.01.26	11:00:00	1.09091	1.09101	1.08926	1.08956	5074	0	0
2023.01.26	12:00:00	1.08956	1.09078	1.08938	1.09067	3466	0	0
2023.01.26	13:00:00	1.09068	1.09078	1.08991	1.09030	2670	0	0
2023.01.26	14:00:00	1.09029	1.09043	1.08868	1.08930	3939	0	0
2023.01.26	15:00:00	1.08929	1.09084	1.08730	1.09026	10860	0	0
2023.01.26	16:00:00	1.09027	1.09176	1.08816	1.08873	11196	0	0
2023.01.26	17:00:00	1.08872	1.08948	1.08509	1.08553	11141	0	0
2023.01.26	18:00:00	1.08552	1.08718	1.08505	1.08646	7388	0	0
2023.01.26	19:00:00	1.08647	1.08699	1.08581	1.08647	3570	0	0
2023.01.26	20:00:00	1.08646	1.08882	1.08637	1.08862	3120	0	0
2023.01.26	21:00:00	1.08861	1.08903	1.08822	1.08891	2107	0	0
2023.01.26	22:00:00	1.08892	1.08924	1.08864	1.08922	2279	0	0
2023.01.26	23:00:00	1.08922	1.08940	1.08903	1.08934	492	0	0
2023.01.27	00:00:00	1.08919	1.08919	1.08869	1.08897	210	0	12
2023.01.27	01:00:00	1.08897	1.08962	1.08888	1.08932	746	0	0
2023.01.27	02:00:00	1.08932	1.09003	1.08932	1.08965	2297	0	0
2023.01.27	03:00:00	1.08965	1.08992	1.08861	1.08894	2711	0	0
2023.01.27	04:00:00	1.08896	1.08900	1.08785	1.08795	1847	0	0
2023.01.27	05:00:00	1.08797	1.08802	1.08705	1.08736	2076	0	0
2023.01.27	06:00:00	1.08735	1.08736	1.08659	1.08663	2028	0	0
2023.01.27	07:00:00	1.08662	1.08738	1.08657	1.08738	1536	0	0
2023.01.27	08:00:00	1.08737	1.08738	1.08663	1.08700	2529	0	0
2023.01.27	09:00:00	1.08698	1.08796	1.08681	1.08736	3486	0	0
2023.01.27	10:00:00	1.08737	1.08917	1.08657	1.08905	4705	0	0
2023.01.27	11:00:00	1.08904	1.08922	1.08775	1.08840	4502	0	0
2023.01.27	12:00:00	1.08840	1.08953	1.08826	1.08893	3029	0	0
2023.01.27	13:00:00	1.08894	1.08938	1.08754	1.08790	3627	0	0
2023.01.27	14:00:00	1.08790	1.08809	1.08663	1.08668	3365	0	0
2023.01.27	15:00:00	1.08669	1.08779	1.08594	1.08623	7560	0	0
2023.01.27	16:00:00	1.08623	1.08767	1.08451	1.08653	9959	0	0
2023.01.27	17:00:00	1.08653	1.08792	1.08378	1.08385	10874	0	0
2023.01.27	18:00:00	1.08384	1.08673	1.08380	1.08564	6479	0	0
2023.01.27	19:00:00	1.08567	1.08717	1.08526	1.08666	3559	0	0
2023.01.27	20:00:00	1.08665	1.08676	1.08563	1.08659	3092	0	0
2023.01.27	21:00:00	1.08660	1.08723	1.08642	1.08686	2605	0	0
2023.01.27	22:00:00	1.08687	1.08729	1.08641	1.08653	2258	0	0
2023.01.27	23:00:00	1.08666	1.08691	1.08658	1.08676	534	0	0
2023.01.30	00:00:00	1.08597	1.08657	1.08595	1.08654	272	0	4
2023.01.30	01:00:00	1.08654	1.08727	1.08654	1.08717	722	0	0
2023.01.30	02:00:00	1.08718	1.08754	1.08694	1.08747	1950	0	0
2023.01.30	03:00:00	1.08746	1.08753	1.08612	1.08735	3132	0	0
2023.01.30	04:00:00	1.08735	1.08736	1.08657	1.08692	2729	0	0
2023.01.30	05:00:00	1.08691	1.08694	1.08643	1.08686	1771	0	0
2023.01.30	06:00:00	1.08685	1.08795	1.08682	1.08765	4886	0	0
2023.01.30	07:00:00	1.08764	1.08769	1.08644	1.08692	2756	0	0
2023.01.30	08:00:00	1.08692	1.08694	1.08582	1.08619	2561	0	0
2023.01.30	09:00:00	1.08619	1.08698	1.08531	1.08597	3928	0	0
2023.01.30	10:00:00	1.08602	1.08896	1.08602	1.08815	7861	0	0
2023.01.30	11:00:00	1.08815	1.09041	1.08763	1.09020	5107	0	0
2023.01.30	12:00:00	1.09019	1.09138	1.09016	1.09108	4938	0	0
2023.01.30	13:00:00	1.09109	1.09114	1.08906	1.08963	4319	0	0
2023.01.30	14:00:00	1.08965	1.09095	1.08931	1.09039	4029	0	0
2023.01.30	15:00:00	1.09039	1.09112	1.08861	1.08861	5740	0	0
2023.01.30	16:00:00	1.08862	1.08996	1.08797	1.08914	7593	0	0
2023.01.30	17:00:00	1.08913	1.08994	1.08676	1.08707	9187	0	0
2023.01.30	18:00:00	1.08708	1.08747	1.08606	1.08658	6146	0	0
2023.01.30	19:00:00	1.08657	1.08668	1.08575	1.08580	3989	0	0
2023.01.30	20:00:00	1.08578	1.08607	1.08503	1.08545	3228	0	0
2023.01.30	21:00:00	1.08546	1.08556	1.08391	1.08462	3119	0	0
2023.01.30	22:00:00	1.08461	1.08546	1.08441	1.08459	2663	0	0
2023.01.30	23:00:00	1.08458	1.08523	1.08458	1.08509	536	0	0
2023.01.31	00:00:00	1.08503	1.08519	1.08481	1.08512	907	0	6
2023.01.31	01:00:00	1.08512	1.08512	1.08469	1.08499	461	0	0
2023.01.31	02:00:00	1.08499	1.08572	1.08490	1.08539	1981	0	0
2023.01.31	03:00:00	1.08539	1.08603	1.08509	1.08577	2462	0	0
2023.01.31	04:00:00	1.08576	1.08591	1.08500	1.08519	2266	0	0
2023.01.31	05:00:00	1.08518	1.08527	1.08442	1.08447	1866	0	0
2023.01.31	06:00:00	1.08446	1.08463	1.08395	1.08461	1731	0	0
2023.01.31	07:00:00	1.08462	1.08467	1.08330	1.08347	2132	0	0
2023.01.31	08:00:00	1.08346	1.08423	1.08317	1.08394	2825	0	0
2023.01.31	09:00:00	1.08395	1.08496	1.08342	1.08439	4669	0	0
2023.01.31	10:00:00	1.08440	1.08449	1.08027	1.08033	7696	0	0
2023.01.31	11:00:00	1.08034	1.08343	1.08021	1.08298	5738	0	0
2023.01.31	12:00:00	1.08297	1.08314	1.08203	1.08229	4520	0	0
2023.01.31	13:00:00	1.08228	1.08382	1.08214	1.08359	4079	0	0
2023.01.31	14:00:00	1.08359	1.08388	1.08255	1.08262	4104	0	0
2023.01.31	15:00:00	1.08261	1.08634	1.08260	1.08511	11688	0	0
2023.01.31	16:00:00	1.08512	1.08644	1.08431	1.08479	9579	0	0
2023.01.31	17:00:00	1.08475	1.08626	1.08336	1.08601	11210	0	0
2023.01.31	18:00:00	1.08601	1.08677	1.08533	1.08570	7143	0	0
2023.01.31	19:00:00	1.08570	1.08663	1.08507	1.08652	3693	0	0
2023.01.31	20:00:00	1.08651	1.08749	1.08647	1.08723	2328	0	0
2023.01.31	21:00:00	1.08724	1.08740	1.08631	1.08640	2044	0	0
2023.01.31	22:00:00	1.08642	1.08730	1.08599	1.08720	2589	0	0
2023.01.31	23:00:00	1.08720	1.08724	1.08631	1.08643	703	0	0
2023.02.01	00:00:00	1.08637	1.08643	1.08610	1.08610	210	0	1
2023.02.01	01:00:00	1.08610	1.08656	1.08606	1.08607	483	0	0
2023.02.01	02:00:00	1.08607	1.08642	1.08586	1.08624	1962	0	0
2023.02.01	03:00:00	1.08624	1.08637	1.08571	1.08573	2202	0	0
2023.02.01	04:00:00	1.08572	1.08572	1.08523	1.08538	1720	0	0
2023.02.01	05:00:00	1.08538	1.08629	1.08526	1.08629	1395	0	0
2023.02.01	06:00:00	1.08628	1.08689	1.08627	1.08657	1431	0	0
2023.02.01	07:00:00	1.08656	1.08749	1.08654	1.08717	1384	0	0
2023.02.01	08:00:00	1.08716	1.08769	1.08657	1.08695	2174	0	0
